qeury metabbolite,gene,gene_type,modification,DeepVCF score,var
Metabolite:hdca_c,P0CF88,non-metabolic,overexpress,9.205421e-11,2.1678275e-20
Metabolite:hdca_c,P52076,non-metabolic,overexpress,9.204467e-11,1.74028e-20
Metabolite:hdca_c,P77737,metabolic,knock out,9.192697e-11,3.3299962e-20
Metabolite:hdca_c,P25740,metabolic,knock out,9.189897e-11,9.0398805e-21
Metabolite:hdca_c,P76049,non-metabolic,knock out,9.185487e-11,3.138766e-20
Metabolite:hdca_c,P37671,non-metabolic,knock out,9.172174e-11,1.487664e-20
Metabolite:hdca_c,P06965,non-metabolic,overexpress,9.170106e-11,2.5408848e-20
Metabolite:hdca_c,P76119,non-metabolic,overexpress,9.126571e-11,2.5513905e-20
Metabolite:hdca_c,P37008,non-metabolic,overexpress,9.1239474e-11,2.6936379e-20
Metabolite:hdca_c,P77425,metabolic,overexpress,9.1166366e-11,9.550532e-21
Metabolite:hdca_c,P76641,metabolic,overexpress,9.077802e-11,2.9694e-20
Metabolite:hdca_c,P31666,non-metabolic,knock out,9.076771e-11,3.4805155e-21
Metabolite:hdca_c,P02918,metabolic,knock out,9.053983e-11,2.9816972e-20
Metabolite:hdca_c,P75954,metabolic,knock out,9.049918e-11,2.9955945e-20
Metabolite:hdca_c,P77598,non-metabolic,knock out,9.0471235e-11,1.9462119e-20
Metabolite:hdca_c,P75675,non-metabolic,knock out,9.044745e-11,2.575844e-20
Metabolite:hdca_c,P23331,metabolic,knock out,9.0399105e-11,5.051113e-21
Metabolite:hdca_c,P77216,non-metabolic,overexpress,9.034669e-11,9.845845e-21
Metabolite:hdca_c,P39176,metabolic,knock out,9.025547e-11,2.4015165e-20
Metabolite:hdca_c,P0A8A0,non-metabolic,overexpress,9.0173445e-11,1.6059867e-20
Metabolite:hdca_c,P77211,metabolic,overexpress,8.9985575e-11,1.0857025e-20
Metabolite:hdca_c,P75742,metabolic,knock out,8.974469e-11,2.719115e-20
Metabolite:hdca_c,P15042,metabolic,overexpress,8.920892e-11,9.9658575e-21
Metabolite:hdca_c,P30192,non-metabolic,knock out,8.9182974e-11,3.1736503e-20
Metabolite:hdca_c,P0ACV6,metabolic,knock out,8.9126144e-11,2.1523469e-20
Metabolite:hdca_c,P0AF34,non-metabolic,knock out,8.907133e-11,1.6247675e-20
Metabolite:hdca_c,P76222,non-metabolic,overexpress,8.8976125e-11,3.164335e-20
Metabolite:hdca_c,P0A901,non-metabolic,overexpress,8.89401e-11,1.619567e-20
Metabolite:hdca_c,P37309,non-metabolic,knock out,8.891471e-11,1.4443011e-20
Metabolite:hdca_c,P00805,metabolic,overexpress,8.880498e-11,6.558885e-21
Metabolite:hdca_c,P58034,non-metabolic,knock out,8.878277e-11,1.1758525e-20
Metabolite:hdca_c,P0AFS5,metabolic,knock out,8.87772e-11,1.6712569e-20
Metabolite:hdca_c,C1P618,non-metabolic,overexpress,8.854405e-11,1.4619432e-20
Metabolite:hdca_c,P18776,metabolic,knock out,8.852151e-11,6.7358363e-21
Metabolite:hdca_c,P76318,non-metabolic,overexpress,8.843118e-11,2.4516147e-20
Metabolite:hdca_c,P0AFL1,metabolic,knock out,8.822439e-11,3.0869828e-20
Metabolite:hdca_c,P0ACK8,non-metabolic,overexpress,8.8114745e-11,1.713731e-20
Metabolite:hdca_c,P0ADB4,non-metabolic,overexpress,8.795569e-11,2.8244263e-20
Metabolite:hdca_c,P45956,non-metabolic,overexpress,8.758277e-11,1.8086978e-20
Metabolite:hdca_c,P02919,metabolic,knock out,8.714126e-11,2.869719e-20
Metabolite:hdca_c,P0A9A6,non-metabolic,overexpress,8.698669e-11,2.5190277e-20
Metabolite:hdca_c,P60932,metabolic,overexpress,8.683775e-11,1.1305353e-20
Metabolite:hdca_c,P77619,metabolic,overexpress,8.676738e-11,2.9157923e-20
Metabolite:hdca_c,P76352,metabolic,knock out,8.671946e-11,1.2333633e-20
Metabolite:hdca_c,P0AAX8,metabolic,knock out,8.633159e-11,2.675791e-20
Metabolite:hdca_c,P64426,non-metabolic,knock out,8.6068895e-11,1.0848618e-20
Metabolite:hdca_c,Q46865,non-metabolic,overexpress,8.602465e-11,2.9246127e-20
Metabolite:hdca_c,P76016,non-metabolic,overexpress,8.591964e-11,2.3367167e-20
Metabolite:hdca_c,P39282,non-metabolic,knock out,8.567453e-11,2.3220882e-20
Metabolite:hdca_c,P32155,non-metabolic,overexpress,8.557212e-11,2.7317414e-20
Metabolite:hdca_c,P0C960,metabolic,overexpress,8.545765e-11,1.7582924e-20
Metabolite:hdca_c,P60390,non-metabolic,knock out,8.526956e-11,1.2480771e-20
Metabolite:hdca_c,P0AB83,non-metabolic,overexpress,8.515502e-11,2.8981145e-20
Metabolite:hdca_c,P75962,non-metabolic,overexpress,8.5142136e-11,1.09051784e-20
Metabolite:hdca_c,P77280,non-metabolic,overexpress,8.512147e-11,2.0335297e-20
Metabolite:hdca_c,Q2M7M3,non-metabolic,overexpress,8.47855e-11,2.8351493e-20
Metabolite:hdca_c,P0ADA3,non-metabolic,overexpress,8.447318e-11,1.6069948e-20
Metabolite:hdca_c,Q47377,metabolic,overexpress,8.44432e-11,9.47322e-21
Metabolite:hdca_c,P03819,non-metabolic,overexpress,8.430649e-11,8.755469e-21
Metabolite:hdca_c,P76345,non-metabolic,overexpress,8.426065e-11,2.7176282e-20
Metabolite:hdca_c,P76611,non-metabolic,overexpress,8.419948e-11,1.773746e-20
Metabolite:hdca_c,P76145,metabolic,knock out,8.3923535e-11,1.348596e-20
Metabolite:hdca_c,P76278,non-metabolic,overexpress,8.384607e-11,1.2742054e-20
Metabolite:hdca_c,P75677,non-metabolic,knock out,8.3712495e-11,2.7434838e-20
Metabolite:hdca_c,P0AA70,non-metabolic,overexpress,8.357031e-11,2.5976641e-20
Metabolite:hdca_c,P36879,non-metabolic,knock out,8.3506035e-11,1.9242024e-20
Metabolite:hdca_c,Q2EES9,non-metabolic,knock out,8.3370616e-11,8.586685e-21
Metabolite:hdca_c,Q46808,non-metabolic,knock out,8.323247e-11,1.4588556e-20
Metabolite:hdca_c,P37908,non-metabolic,overexpress,8.314833e-11,2.612448e-20
Metabolite:hdca_c,P30147,metabolic,knock out,8.305129e-11,4.76565e-21
Metabolite:hdca_c,P77656,non-metabolic,knock out,8.302527e-11,1.3464282e-20
Metabolite:hdca_c,P42616,non-metabolic,knock out,8.2980366e-11,9.186848e-21
Metabolite:hdca_c,P76037,metabolic,knock out,8.2966946e-11,7.444645e-21
Metabolite:hdca_c,P77433,metabolic,overexpress,8.278639e-11,1.5082905e-20
Metabolite:hdca_c,P0CF89,non-metabolic,knock out,8.2782496e-11,1.0857872e-20
Metabolite:hdca_c,P0ACY6,non-metabolic,knock out,8.275413e-11,2.5007864e-20
Metabolite:hdca_c,P31554,metabolic,overexpress,8.253397e-11,1.9358136e-20
Metabolite:hdca_c,P07102,metabolic,knock out,8.238115e-11,1.4796216e-20
Metabolite:hdca_c,P28248,metabolic,knock out,8.216085e-11,9.303943e-21
Metabolite:hdca_c,P42596,non-metabolic,knock out,8.21128e-11,2.5693965e-20
Metabolite:hdca_c,P0ADV9,metabolic,knock out,8.205282e-11,1.0032037e-20
Metabolite:hdca_c,P75851,metabolic,knock out,8.2024214e-11,2.437831e-20
Metabolite:hdca_c,P76639,non-metabolic,knock out,8.199391e-11,5.982662e-21
Metabolite:hdca_c,P31545,metabolic,knock out,8.1972325e-11,8.965181e-21
Metabolite:hdca_c,P77808,non-metabolic,knock out,8.1935035e-11,1.5027246e-20
Metabolite:hdca_c,P0AEG6,metabolic,overexpress,8.178413e-11,1.535125e-20
Metabolite:hdca_c,P30015,non-metabolic,overexpress,8.157081e-11,1.8556592e-20
Metabolite:hdca_c,P76514,metabolic,knock out,8.1427774e-11,1.73494e-20
Metabolite:hdca_c,P31550,metabolic,knock out,8.1239016e-11,2.5978103e-20
Metabolite:hdca_c,P0CF66,non-metabolic,overexpress,8.0685784e-11,1.1095611e-20
Metabolite:hdca_c,P0AG80,metabolic,knock out,8.058001e-11,1.6611352e-20
Metabolite:hdca_c,P52127,non-metabolic,overexpress,8.055671e-11,1.548294e-20
Metabolite:hdca_c,P42603,non-metabolic,knock out,8.051412e-11,1.2205045e-20
Metabolite:hdca_c,P45531,non-metabolic,knock out,8.046291e-11,2.2046139e-20
Metabolite:hdca_c,Q47718,non-metabolic,knock out,8.038684e-11,2.3849417e-20
Metabolite:hdca_c,P71243,non-metabolic,overexpress,8.032398e-11,1.8124826e-20
Metabolite:hdca_c,P30130,non-metabolic,overexpress,8.027199e-11,2.0801704e-20
Metabolite:hdca_c,P39346,metabolic,overexpress,8.0193095e-11,2.1099455e-20
Metabolite:hdca_c,P23869,non-metabolic,overexpress,8.005111e-11,1.2812043e-20
Metabolite:hdca_c,P0AAV4,non-metabolic,knock out,8.0018346e-11,1.2686786e-20
Metabolite:hdca_c,P23843,metabolic,knock out,7.98616e-11,2.3249023e-20
Metabolite:hdca_c,P33222,non-metabolic,overexpress,7.979666e-11,1.6717464e-20
Metabolite:hdca_c,P0AET5,non-metabolic,overexpress,7.961918e-11,2.2638418e-20
Metabolite:hdca_c,P42914,non-metabolic,overexpress,7.942885e-11,2.0697248e-20
Metabolite:hdca_c,Q46864,non-metabolic,overexpress,7.937817e-11,2.2059576e-20
Metabolite:hdca_c,Q46905,non-metabolic,knock out,7.913426e-11,1.1312858e-20
Metabolite:hdca_c,P0AF78,non-metabolic,knock out,7.9128454e-11,1.6113276e-20
Metabolite:hdca_c,P75620,non-metabolic,overexpress,7.910998e-11,2.1566347e-20
Metabolite:hdca_c,C1P609,non-metabolic,overexpress,7.905714e-11,1.6197006e-20
Metabolite:hdca_c,P24215,metabolic,overexpress,7.8930196e-11,1.3271888e-20
Metabolite:hdca_c,P77247,metabolic,overexpress,7.892107e-11,4.7665107e-21
Metabolite:hdca_c,P0C8J6,metabolic,overexpress,7.8842835e-11,1.6461453e-20
Metabolite:hdca_c,P0AFS9,metabolic,knock out,7.873451e-11,2.3710995e-20
Metabolite:hdca_c,P45541,metabolic,knock out,7.856743e-11,2.3308252e-20
Metabolite:hdca_c,Q46938,metabolic,overexpress,7.842661e-11,7.362561e-21
Metabolite:hdca_c,P0AAN5,non-metabolic,knock out,7.836362e-11,2.2450587e-20
Metabolite:hdca_c,P37663,non-metabolic,overexpress,7.8352026e-11,2.202927e-20
Metabolite:hdca_c,P31667,non-metabolic,overexpress,7.832939e-11,7.589748e-21
Metabolite:hdca_c,P75995,non-metabolic,knock out,7.8261835e-11,2.3609754e-20
Metabolite:hdca_c,P77579,non-metabolic,overexpress,7.82029e-11,2.4001442e-20
Metabolite:hdca_c,P06966,non-metabolic,overexpress,7.8069766e-11,2.413962e-20
Metabolite:hdca_c,P0ADZ7,non-metabolic,knock out,7.803017e-11,1.1504884e-20
Metabolite:hdca_c,P75838,non-metabolic,overexpress,7.793937e-11,3.2836205e-21
Metabolite:hdca_c,P76633,non-metabolic,overexpress,7.7841275e-11,2.2274258e-20
Metabolite:hdca_c,P0A862,non-metabolic,overexpress,7.7761735e-11,9.276417e-21
Metabolite:hdca_c,P0ACS5,non-metabolic,overexpress,7.772984e-11,3.9615647e-21
Metabolite:hdca_c,P0CF79,non-metabolic,knock out,7.7158245e-11,7.132725e-21
Metabolite:hdca_c,P0AGM7,metabolic,overexpress,7.7154665e-11,5.1626697e-21
Metabolite:hdca_c,P77698,non-metabolic,overexpress,7.7131204e-11,5.724055e-21
Metabolite:hdca_c,P16681,non-metabolic,knock out,7.695343e-11,9.8029174e-21
Metabolite:hdca_c,P37197,non-metabolic,knock out,7.693222e-11,1.2589587e-20
Metabolite:hdca_c,P11864,non-metabolic,knock out,7.656458e-11,5.5746557e-21
Metabolite:hdca_c,P0AE85,non-metabolic,knock out,7.655964e-11,6.344515e-21
Metabolite:hdca_c,P0A6A0,non-metabolic,overexpress,7.648764e-11,2.1833584e-20
Metabolite:hdca_c,P46139,non-metabolic,overexpress,7.634731e-11,2.3261102e-20
Metabolite:hdca_c,P10906,metabolic,overexpress,7.63021e-11,2.1052087e-20
Metabolite:hdca_c,P0CE57,non-metabolic,overexpress,7.6173436e-11,5.6742587e-21
Metabolite:hdca_c,P75788,non-metabolic,overexpress,7.611186e-11,1.1604375e-20
Metabolite:hdca_c,P56579,metabolic,overexpress,7.6105476e-11,1.0420143e-20
Metabolite:hdca_c,P0AAP3,non-metabolic,overexpress,7.6057584e-11,1.7893733e-20
Metabolite:hdca_c,P39834,non-metabolic,knock out,7.605468e-11,9.1909605e-21
Metabolite:hdca_c,P0AE16,metabolic,overexpress,7.6044525e-11,2.1134237e-20
Metabolite:hdca_c,Q47539,metabolic,knock out,7.6036386e-11,2.103346e-20
Metabolite:hdca_c,P60390,non-metabolic,overexpress,7.593333e-11,2.1817315e-20
Metabolite:hdca_c,P31064,non-metabolic,overexpress,7.592623e-11,8.4761084e-21
Metabolite:hdca_c,P76113,metabolic,knock out,7.58755e-11,2.1844648e-20
Metabolite:hdca_c,P0ADI7,non-metabolic,overexpress,7.578012e-11,5.0898014e-21
Metabolite:hdca_c,P62522,non-metabolic,overexpress,7.576791e-11,5.321306e-21
Metabolite:hdca_c,P0AEE5,metabolic,overexpress,7.576459e-11,2.111751e-20
Metabolite:hdca_c,P06972,metabolic,knock out,7.576044e-11,1.8249113e-20
Metabolite:hdca_c,P76515,non-metabolic,knock out,7.5648515e-11,9.512974e-21
Metabolite:hdca_c,P07026,non-metabolic,overexpress,7.543854e-11,1.0924851e-20
Metabolite:hdca_c,C1P602,non-metabolic,overexpress,7.538683e-11,5.4444652e-21
Metabolite:hdca_c,P32152,non-metabolic,overexpress,7.5304506e-11,1.07950786e-20
Metabolite:hdca_c,P0AAF3,metabolic,knock out,7.5239835e-11,9.1276376e-21
Metabolite:hdca_c,P64479,non-metabolic,overexpress,7.5081864e-11,8.886466e-21
Metabolite:hdca_c,P0AG90,non-metabolic,knock out,7.506953e-11,1.11020046e-20
Metabolite:hdca_c,P76573,non-metabolic,overexpress,7.486121e-11,9.8454405e-21
Metabolite:hdca_c,P36553,metabolic,overexpress,7.477049e-11,8.617663e-21
Metabolite:hdca_c,P0AAV8,non-metabolic,knock out,7.468302e-11,4.281706e-21
Metabolite:hdca_c,P24232,metabolic,overexpress,7.454934e-11,1.4640966e-20
Metabolite:hdca_c,P46883,metabolic,overexpress,7.4525996e-11,1.5438198e-20
Metabolite:hdca_c,P16677,metabolic,knock out,7.4493516e-11,8.320621e-21
Metabolite:hdca_c,P33920,non-metabolic,overexpress,7.4317566e-11,6.239754e-21
Metabolite:hdca_c,P77539,non-metabolic,overexpress,7.429516e-11,9.9415364e-21
Metabolite:hdca_c,P30176,non-metabolic,knock out,7.4138654e-11,1.4028985e-20
Metabolite:hdca_c,P28916,non-metabolic,overexpress,7.4083586e-11,8.666363e-21
Metabolite:hdca_c,P45539,metabolic,knock out,7.406908e-11,2.1881391e-20
Metabolite:hdca_c,P45522,non-metabolic,overexpress,7.40511e-11,5.1892735e-21
Metabolite:hdca_c,P77756,metabolic,knock out,7.4013407e-11,1.3988367e-20
Metabolite:hdca_c,C1P615,non-metabolic,knock out,7.3878695e-11,1.4325426e-20
Metabolite:hdca_c,P39280,metabolic,overexpress,7.37604e-11,1.1428209e-20
Metabolite:hdca_c,P76112,metabolic,knock out,7.3752414e-11,8.125217e-21
Metabolite:hdca_c,P0A6B7,metabolic,overexpress,7.351691e-11,1.1931772e-20
Metabolite:hdca_c,P25549,non-metabolic,knock out,7.3507304e-11,1.850771e-20
Metabolite:hdca_c,P00804,non-metabolic,overexpress,7.324677e-11,9.674575e-21
Metabolite:hdca_c,P0ABK7,non-metabolic,overexpress,7.302446e-11,1.9591959e-20
Metabolite:hdca_c,P76190,metabolic,knock out,7.265726e-11,1.2284975e-20
Metabolite:hdca_c,P71242,non-metabolic,overexpress,7.2595784e-11,6.580927e-21
Metabolite:hdca_c,P0AD30,non-metabolic,overexpress,7.246669e-11,2.3794012e-21
Metabolite:hdca_c,P10371,metabolic,overexpress,7.236745e-11,1.7425077e-20
Metabolite:hdca_c,P67729,non-metabolic,overexpress,7.2324764e-11,1.9433985e-20
Metabolite:hdca_c,P77306,non-metabolic,overexpress,7.216264e-11,5.8564105e-21
Metabolite:hdca_c,P17993,metabolic,overexpress,7.211795e-11,1.8253052e-20
Metabolite:hdca_c,P64622,non-metabolic,overexpress,7.208616e-11,1.691562e-20
Metabolite:hdca_c,P77672,metabolic,knock out,7.2061176e-11,7.779021e-21
Metabolite:hdca_c,P33590,metabolic,knock out,7.2034e-11,1.4960214e-20
Metabolite:hdca_c,P08372,non-metabolic,knock out,7.1981456e-11,1.6560666e-20
Metabolite:hdca_c,P0A6Z6,non-metabolic,overexpress,7.191981e-11,1.558065e-20
Metabolite:hdca_c,P0ABK9,metabolic,knock out,7.1862134e-11,9.174817e-21
Metabolite:hdca_c,P0AGD1,metabolic,overexpress,7.180229e-11,1.867406e-20
Metabolite:hdca_c,Q46953,non-metabolic,knock out,7.1636634e-11,1.8827973e-20
Metabolite:hdca_c,P63386,non-metabolic,knock out,7.158674e-11,1.3881561e-20
Metabolite:hdca_c,P0CE53,non-metabolic,overexpress,7.1583635e-11,1.9215654e-20
Metabolite:hdca_c,P77783,metabolic,knock out,7.1555754e-11,1.2869422e-20
Metabolite:hdca_c,P37443,non-metabolic,overexpress,7.1545866e-11,1.3309179e-20
Metabolite:hdca_c,P77489,non-metabolic,overexpress,7.1538844e-11,9.868366e-21
Metabolite:hdca_c,P43329,non-metabolic,overexpress,7.146278e-11,1.5519598e-20
Metabolite:hdca_c,P0AEL3,non-metabolic,overexpress,7.1366024e-11,1.1245395e-20
Metabolite:hdca_c,P77555,metabolic,overexpress,7.135822e-11,1.8255718e-20
Metabolite:hdca_c,P64512,non-metabolic,overexpress,7.124277e-11,4.6992805e-21
Metabolite:hdca_c,P75679,non-metabolic,knock out,7.107986e-11,3.1803204e-21
Metabolite:hdca_c,P31658,metabolic,overexpress,7.106581e-11,4.6896884e-21
Metabolite:hdca_c,P76037,metabolic,overexpress,7.105653e-11,1.4977882e-20
Metabolite:hdca_c,P0AEB5,metabolic,knock out,7.099895e-11,6.5541313e-21
Metabolite:hdca_c,P11286,non-metabolic,overexpress,7.079732e-11,9.054753e-21
Metabolite:hdca_c,P75693,non-metabolic,knock out,7.076575e-11,1.4361479e-20
Metabolite:hdca_c,P76061,non-metabolic,knock out,7.0736965e-11,1.7728723e-20
Metabolite:hdca_c,P08190,non-metabolic,overexpress,7.064627e-11,1.4462203e-20
Metabolite:hdca_c,P04816,metabolic,knock out,7.064548e-11,1.842678e-20
Metabolite:hdca_c,P0A8P8,non-metabolic,knock out,7.0643436e-11,1.317677e-20
Metabolite:hdca_c,P0AAH0,non-metabolic,overexpress,7.046848e-11,4.641302e-21
Metabolite:hdca_c,P77148,non-metabolic,knock out,7.035692e-11,1.7828389e-20
Metabolite:hdca_c,P0A9I5,non-metabolic,overexpress,7.020152e-11,1.3147267e-20
Metabolite:hdca_c,P0AAQ2,non-metabolic,knock out,6.9694375e-11,1.1521771e-20
Metabolite:hdca_c,P30745,metabolic,overexpress,6.9554314e-11,5.917316e-21
Metabolite:hdca_c,P39347,non-metabolic,knock out,6.950594e-11,3.4923533e-21
Metabolite:hdca_c,P0ADK0,non-metabolic,overexpress,6.9219734e-11,6.3718227e-21
Metabolite:hdca_c,P75882,non-metabolic,knock out,6.917832e-11,1.8408383e-20
Metabolite:hdca_c,P0AE60,non-metabolic,overexpress,6.909653e-11,7.398892e-21
Metabolite:hdca_c,C1P600,non-metabolic,knock out,6.898972e-11,6.7202395e-21
Metabolite:hdca_c,P77161,metabolic,knock out,6.8962655e-11,1.8006943e-20
Metabolite:hdca_c,P46846,non-metabolic,overexpress,6.867054e-11,9.904004e-21
Metabolite:hdca_c,P0AE16,metabolic,knock out,6.86337e-11,1.22771286e-20
Metabolite:hdca_c,P16926,non-metabolic,overexpress,6.857935e-11,1.76079e-20
Metabolite:hdca_c,P0ABT8,metabolic,overexpress,6.844857e-11,1.7546477e-20
Metabolite:hdca_c,P0AEP9,metabolic,knock out,6.8404636e-11,7.871226e-21
Metabolite:hdca_c,P69831,metabolic,overexpress,6.838212e-11,1.3221129e-20
Metabolite:hdca_c,P0A6M2,metabolic,overexpress,6.836012e-11,1.760973e-20
Metabolite:hdca_c,P77258,non-metabolic,knock out,6.831621e-11,7.732107e-21
Metabolite:hdca_c,P0AG96,non-metabolic,overexpress,6.8284316e-11,1.0695699e-20
Metabolite:hdca_c,P0AA80,metabolic,knock out,6.82701e-11,1.8293674e-20
Metabolite:hdca_c,P52097,non-metabolic,knock out,6.818956e-11,1.3696686e-20
Metabolite:hdca_c,P31433,non-metabolic,knock out,6.814049e-11,1.0820335e-20
Metabolite:hdca_c,Q46899,non-metabolic,knock out,6.8077335e-11,6.2394524e-21
Metabolite:hdca_c,P66948,non-metabolic,knock out,6.803741e-11,1.1302971e-20
Metabolite:hdca_c,P32714,non-metabolic,knock out,6.7888854e-11,5.5490797e-21
Metabolite:hdca_c,Q46812,non-metabolic,overexpress,6.782912e-11,1.3924739e-20
Metabolite:hdca_c,P0AEB2,metabolic,knock out,6.7779705e-11,1.7110808e-20
Metabolite:hdca_c,P11350,metabolic,knock out,6.773735e-11,1.1357085e-20
Metabolite:hdca_c,P33634,non-metabolic,overexpress,6.75481e-11,5.4971257e-21
Metabolite:hdca_c,P75800,non-metabolic,knock out,6.749256e-11,1.5550454e-20
Metabolite:hdca_c,P77365,non-metabolic,overexpress,6.738193e-11,1.7024072e-20
Metabolite:hdca_c,P37002,metabolic,knock out,6.7364864e-11,1.1574336e-20
Metabolite:hdca_c,P77427,non-metabolic,overexpress,6.7195305e-11,5.195256e-21
Metabolite:hdca_c,P39163,non-metabolic,knock out,6.718416e-11,7.624064e-21
Metabolite:hdca_c,P15993,metabolic,knock out,6.714198e-11,1.1799238e-20
Metabolite:hdca_c,P18775,metabolic,overexpress,6.69765e-11,1.5069675e-20
Metabolite:hdca_c,P31447,non-metabolic,knock out,6.692501e-11,1.1994623e-20
Metabolite:hdca_c,P0AB35,non-metabolic,knock out,6.6913954e-11,1.3068176e-20
Metabolite:hdca_c,P77588,non-metabolic,knock out,6.6852725e-11,7.193606e-21
Metabolite:hdca_c,P77335,non-metabolic,overexpress,6.680579e-11,1.0817703e-20
Metabolite:hdca_c,P0AFH2,metabolic,knock out,6.675729e-11,1.7500857e-20
Metabolite:hdca_c,P0AG38,metabolic,knock out,6.669775e-11,9.182312e-21
Metabolite:hdca_c,Q47622,non-metabolic,overexpress,6.6414665e-11,8.9253265e-21
Metabolite:hdca_c,P77260,non-metabolic,knock out,6.629753e-11,1.7236617e-20
Metabolite:hdca_c,P37387,metabolic,knock out,6.5930005e-11,6.4694818e-21
Metabolite:hdca_c,P77735,non-metabolic,overexpress,6.590706e-11,1.4572494e-20
Metabolite:hdca_c,P0AGD7,non-metabolic,overexpress,6.5778e-11,5.4771506e-21
Metabolite:hdca_c,P15288,metabolic,overexpress,6.576436e-11,1.2988763e-20
Metabolite:hdca_c,P67660,non-metabolic,overexpress,6.570907e-11,4.5317918e-21
Metabolite:hdca_c,P0AFQ2,non-metabolic,overexpress,6.563042e-11,9.5914605e-21
Metabolite:hdca_c,P03835,non-metabolic,knock out,6.561043e-11,2.1177556e-21
Metabolite:hdca_c,P0AAA1,non-metabolic,knock out,6.5480114e-11,7.705971e-21
Metabolite:hdca_c,P08189,non-metabolic,overexpress,6.530051e-11,1.5679813e-20
Metabolite:hdca_c,P76192,non-metabolic,knock out,6.529182e-11,1.0120408e-20
Metabolite:hdca_c,P60785,non-metabolic,overexpress,6.523772e-11,3.5585867e-21
Metabolite:hdca_c,P56976,non-metabolic,overexpress,6.4994655e-11,1.5257354e-20
Metabolite:hdca_c,P76168,non-metabolic,overexpress,6.492983e-11,6.0293865e-21
Metabolite:hdca_c,P0AFK9,metabolic,overexpress,6.481732e-11,1.5525607e-20
Metabolite:hdca_c,P76256,non-metabolic,overexpress,6.4664184e-11,1.4965316e-20
Metabolite:hdca_c,P76002,non-metabolic,overexpress,6.43483e-11,1.1219565e-20
Metabolite:hdca_c,P0AB40,non-metabolic,knock out,6.429745e-11,1.1846963e-20
Metabolite:hdca_c,P16916,non-metabolic,overexpress,6.425042e-11,6.7247684e-21
Metabolite:hdca_c,P60240,non-metabolic,knock out,6.4144086e-11,1.11188156e-20
Metabolite:hdca_c,P75694,non-metabolic,knock out,6.378639e-11,8.2041276e-21
Metabolite:hdca_c,P42624,non-metabolic,knock out,6.3563335e-11,1.32686895e-20
Metabolite:hdca_c,P25737,metabolic,knock out,6.351529e-11,6.7043352e-21
Metabolite:hdca_c,P0AAH4,non-metabolic,knock out,6.344994e-11,4.1113587e-21
Metabolite:hdca_c,P0ACP5,non-metabolic,overexpress,6.335119e-11,7.847649e-21
Metabolite:hdca_c,P37624,non-metabolic,overexpress,6.329296e-11,7.612541e-21
Metabolite:hdca_c,P77219,non-metabolic,knock out,6.318828e-11,5.770677e-21
Metabolite:hdca_c,P27249,non-metabolic,overexpress,6.316216e-11,6.8681986e-21
Metabolite:hdca_c,P38054,metabolic,overexpress,6.3065456e-11,6.5579384e-21
Metabolite:hdca_c,P0ACQ0,non-metabolic,overexpress,6.3022636e-11,4.531534e-21
Metabolite:hdca_c,P0AF78,non-metabolic,overexpress,6.3021234e-11,1.4302757e-20
Metabolite:hdca_c,P28246,non-metabolic,overexpress,6.297895e-11,1.1892788e-20
Metabolite:hdca_c,P71311,non-metabolic,knock out,6.289802e-11,5.456354e-21
Metabolite:hdca_c,P77214,metabolic,overexpress,6.279302e-11,1.3113703e-20
Metabolite:hdca_c,P76185,non-metabolic,knock out,6.2640886e-11,1.1707008e-20
Metabolite:hdca_c,P42641,non-metabolic,knock out,6.260105e-11,7.518136e-21
Metabolite:hdca_c,P77721,non-metabolic,overexpress,6.2519795e-11,8.7759695e-21
Metabolite:hdca_c,P75876,non-metabolic,overexpress,6.248207e-11,1.5385227e-20
Metabolite:hdca_c,P31827,non-metabolic,overexpress,6.241446e-11,7.1457395e-21
Metabolite:hdca_c,Q46888,non-metabolic,overexpress,6.233304e-11,8.553043e-21
Metabolite:hdca_c,P52135,non-metabolic,overexpress,6.221486e-11,8.910389e-21
Metabolite:hdca_c,P0AAR8,non-metabolic,overexpress,6.2153414e-11,1.1880101e-20
Metabolite:hdca_c,P39355,non-metabolic,overexpress,6.212251e-11,4.0584385e-21
Metabolite:hdca_c,P76106,non-metabolic,overexpress,6.201862e-11,1.4936719e-20
Metabolite:hdca_c,P15031,metabolic,knock out,6.197864e-11,1.2826623e-20
Metabolite:hdca_c,P38393,non-metabolic,knock out,6.188961e-11,9.723768e-21
Metabolite:hdca_c,P76498,non-metabolic,knock out,6.1872216e-11,6.9488915e-21
Metabolite:hdca_c,P62601,metabolic,overexpress,6.17713e-11,1.4083159e-20
Metabolite:hdca_c,P0ABC9,metabolic,knock out,6.166217e-11,6.505634e-21
Metabolite:hdca_c,P33234,non-metabolic,overexpress,6.150703e-11,6.4452245e-21
Metabolite:hdca_c,P0AFK6,metabolic,knock out,6.147569e-11,1.4965344e-20
Metabolite:hdca_c,P77338,metabolic,overexpress,6.1400114e-11,1.4148217e-20
Metabolite:hdca_c,P33937,metabolic,overexpress,6.137609e-11,1.455367e-20
Metabolite:hdca_c,P07021,non-metabolic,knock out,6.1274236e-11,1.399373e-20
Metabolite:hdca_c,P0ADX9,non-metabolic,overexpress,6.1236495e-11,2.698698e-21
Metabolite:hdca_c,P30749,metabolic,overexpress,6.118526e-11,1.02629446e-20
Metabolite:hdca_c,P28246,non-metabolic,knock out,6.0767405e-11,3.694967e-21
